Numéro,Artiste,Paroles
200,bodo,"Efa fantatrao angamba (2)
Fa ny fahitako anao
Nampitombo lanja ny heriko
Fa ilay fitsikinao
Nampikombona ny feriko
Fa ny diam-peninao
Nahababo ny fijeriko
Fa ny tononkalonao
Zary lasa tsianjeriko

Efa fantatrao angamba (2)
Fa ny teny maminao
No tahiry tsy mba veriko
Fa ny andinim-piainanao
Raikitra ho misiteriko

Satria tiako
Tia ahy ianao
Ka ny aminao rehetra
Zava-tsaro-bidy ho ahy
Satria koa
Tia ahy ianao
Dia nisy hery izay nametra
Sy nitantana fanahy

Fa ny foko manontolo
No efa voakolokolo
Hamoa fitia ho anao daholo (2)
Fantatrao hatramin’izao
Fa ianao, ianao ihany
No hany tokako eto an-tany        --------"
201,bodo,"Efa fantatrao angamba (2)
Fa ny fahitako anao
Nampitombo lanja ny heriko
Fa ilay fitsikinao
Nampikombona ny feriko
Fa ny diam-peninao
Nahababo ny fijeriko
Fa ny tononkalonao
Zary lasa tsianjeriko

Efa fantatrao angamba (2)
Fa ny teny maminao
No tahiry tsy mba veriko
Fa ny andinim-piainanao
Raikitra ho misiteriko

Satria tiako
Tia ahy ianao
Ka ny aminao rehetra
Zava-tsaro-bidy ho ahy
Satria koa
Tia ahy ianao
Dia nisy hery izay nametra
Sy nitantana fanahy

Fa ny foko manontolo
No efa voakolokolo
Hamoa fitia ho anao daholo (2)
Fantatrao hatramin'izao
Fa ianao, ianao ihany
No hany tokako eto an-tany        --------"
202,bodo,"Sombinaiko, ho anao
No amoronako ity hira ity 
F’efa tsy ho ela dia ho avy 
Ilay ora iray iandrasako anao
Fantatro fa tsy safidinao
Ny ho tonga ety an-tany
Tsy lanitra no hitsena anao na paradisa koa
o! o !o fa
   Fantatro, fa hisedra ny mafy ianao
   Nefa aoka ho fantatrao 
   Fa tsy noho izany ny hahatongavanao
   Fa fitiavana
   Tsy misy tambiny fa omena tsotra izao
   Ka tsofin-drano ianao mba ho olo-mendrika
   Fitiavana no hany anananao
   Sabatra ampy hiaro anao
   Raha sendra loza koa

’Zay no lovasoa tsy mety ho lo
Atolotro anao
Vatsy entinao hamaky ity fiainana mafy
Raha toa saraka anao
Io fitiavana io
Antsoy fa izy no hamaha
Hanasitrana ny aretinao
Katsaho        --------"
203,bodo,"Soratr’ady nifamaho efa firy
No nitranga teny an-dàla-nodiaviko
Tao ny orana nitraho, 
Tao ny tsikin’andro manga
Nefa samy nodiaviko

Ary nisy fijaliana tsy nampoiziko tokoa
Nizahana toetra ahy
Saingy tamim-pifaliana
No nandraisako azy ho soa
Hampiorina fanahy

Tsy hoe izaho no tsy mahatsiaro
Raha tsy dia mikaikaika amin’ny ratrako sy feriko
Fa Ianao Jeso ilay miaro ny finoako tsy hiraika
Ka ny herinao no heriko.        --------"
204,bodo,"Androany hariva sisa no ilay ora niandrasako
Ny teny avy ao am-poko
""Tia azy aho sa tsy tia""
Fa dia tsy voatanisa ilay bitsim-po tsy fantany
Irony ambo-poko no voalazako tery
Hita tamin’izay fa menatra aho angamba
Na azoazon-tahotra hilaza ny ato am-poko
Nafeniko azy indray ilay foko kely jamba
Toro vahobahotra, nijaly, nitoloko

nefa ny hany andrasany
Dia ny fahalalana f’izaho dia tena tia
Fitia tsy misy fitaka
Mino aho fa raha fantany izay ao am-po voatana
Tsy nisy tahaka ity irony foko mba nibitaka
Saingy lasana izy, nivily lalan-kafa
Nandeha namboly indray fitiavana any an-kafa
Izaho mangina irery
Izaho irery no nitafa        --------"
205,bodo,"Tafahoatra raha ny ataonao
Bedibedy lava efa isan’andro izao
Ny didinao no tsy maintsy ekena
Ny miaiky aminao ‘zay no fahalemena

Niezaka aho nitady ny maritra
F’efa ela loatra aho no niaritra
Indrisy anefa tsisy valiny
Kitakita ‘zay no tambiny

Impiry impiry aho moa no tezitra
Tsy mba nitraotra fa nandefitra
Dia araraotinao, langolangoinao
Fa ny ampitso indray
Mamerina ianao
Fa anio kosa, 
Aleo aho mba hitsotra
Fa raha ny tokinao
Tsy mba izao, fa “fitia doria”
No ety



Tonony : Bodo
Feony : Bita, Dôsa        --------"
206,bodo,"Aingao ho hira faneva tokoa
Fa tsara ny mifanao soa
Koloy ny fanahinao hanavao
Fitiavana tsy  mifandao
Aza miherika amin’ny ady ianao
Ny fo tena tia tsy mba lao
Ny mendrika na pempoina aza moa 
Dia vao mainka tonga soa
Raiso ny fanilon’ny fitiavana
Avelao ny tarany hampiavana 
Tsotra nefa ataovy lalana  hany tokana hizorana ety
Raiso ny fanilon’ny fitiavana
Avelao ny tarany hampiavana 
Tsotra nefa ataovy lalana hany tokana hizorana ety


Inona moa zay rehareha
Mandreraka mpandeha
Moa va tsy kalo enti-mandalo
Lany andro mianjona
Fitaka foana ny eboebo
Lokalokan’ny fo maloto
Fomban’ny mpitia siasia
K’aza kendrena ho tanjona
Fidio ny fitiavana
Fa io no mpampihavana
Atao lalan-tokana tsotra nefa iniana izorana
Fidio ny fitiavana
Fa io no mpampihavana
Atao lalan-tokana tsotra nefa iniana izorana

Bodo; Lalatiana, Lola ,Bessa        --------"
207,bodo,"Vita ô, hisakafo ny zanako!
A table!

‘Ndraso aloha e
Neny a, za mbola tsy nôana be fa voky 
Ho atsy @ chambre-ko atsy aho hanao Facebook 
Saromy eo ny kaliko aloha, tonga eo za @ 2 
Mazotoa daholo nareo, bisous 
Fa misy adino kely kay ry neny a, 
Ny bandy akamako isanandro zao miteny hoe 
Kiraro iray iny foanana, mandavataona 
Mifosa anàh fôana no andaniany fotoana 
Fa ra mba mety moa e 
Ny vola refa misy hividiano jôrda(n) ah(o) retro 6
Eo fa hataoko faly neny rehefa mizara bulletin 
Ny moyenne-ko @ty hataoko 20/20

Vato mandondona ianao
Tanora fanahy koa
Izay rehetra hitanao
Midorehitra vaovao

Maro koa ireo sampanana
Miolika havia sy havanana
Ka mahaiza mifidy
Mba tsy ho tojo ny mangidy

Ianareo no ho avy
Ianareo no handrandraina
Ka miraisa hina
Ho reharehan’ny fianakaviana

Tianay ho tafita
Irianay hahavita
Hisondrotra isan’andro
Ho lasa avo dia avo
Ho tsara fijery
Ho tombanan-kery
Mba tena hamiratra

Maman keep calm, reste cool !
Fa za tsy maintsy mi- défoule
Ka aleo ah mba hanala azy 
Fa ianao mantsy efa tsy à la page
Impiry ho tanora amin’ity tany ity ?
Aleo za mba hivoaboaka
Ohatrohatra anaty boite de nuit
Hifoka sy higaka toaka

Be dia be ny fakam-panahy
Ianao mantsy mora avily
Ny fiontanam-po
Raiso am-pitoniana

F’ianareo no andry
Hianteherana rahatrizay
Ka mivondrona ho iray
Mijoroa saina sy fanahy

Tianay ho tafita
Irianay hahavita
Hisondrotra isan’andro
Ho lasa avo dia avo
Ho tsara fijery
Ho tombanan-kery
Mba tena hamiratra

E, zanako ô!
‘Za anie maman cool e!
Ny mba hahaolom-banona sy hahahendry anareo
Izay ny ahy ny tolona! (O.K!)
Facebook ary, boite aty
Tsy maninona izany (hmmm)
F’efa betsaka ny vita
Efa nitady dia nahita
Dia avadika ny page e

Na teo ary ireo ditra maro nataoko de i mama tsy niala (mama tsy niala) 
Tsy mitsara mihitsy manongo mibedy ity zanaka adala (zanaka adala)
Ka normale izy raha be morale fa ny écolage-tsika mtsam efa mitentina ho firy alina
K’andao lesy hiova ho hendry amin'izay 
Hosasatsika mitsam ny vilia rehefa rahalina

Ianareo no ho avy
Ianareo no handrandraina
Ka miraisa hina
Ho reharehan’ny fianakaviana

Tianay ho tafita
Irianay hahavita
Hisondrotra isan’andro
Ho lasa avo dia avo
Ho tsara fijery
Ho tombanan-kery
Mba tena hamiratra        --------"
208,bodo,"Izay mpanendrikendrika
Avelao hanenjika
Fa ianao havako
Valin’ny fivavako
     Vadin’ny fisainako
     Sy masoandrom-piainako
     Raha ianao amiko:
     Tiako sady mamiko
Fitiavana mivoitra
Ho hery sy fanoitra
Heniky ny soa
Ny amintsika, ny amintsika roa
Fitiavana mitraa
Fa mahazo laka
Ao ny hiramamy
Ny fandresena, ny fandresena tany
     Tia anao hao
     Ny aizan mitraho
     Tsy mampanoina ahy
     Izaho tsy manahy        --------"
209,bodo,"Tiako ny hihira
Hira toy ny anao
Hira tsy ho lefy 
Na antitra aza aho
          Natambatro ny hira
          Hanasako anao
          Hira ho ahy sy ho anao

Ho hira iray, mampifandray
Satria fitia, tsy lò
No tao am-po
Ka hita rano indray
Satria iray, ny saina
Nikotrika
Ka hasandratra ho avo

Tiako ny ho tojo
Feo iray toy ny anao
Feom-boromanga
Mambabo ny fanahy
          Natambatro ny hira
          Hanasako anao
          Hira ho ahy sy ho anao

Ho hira iray, mampifandray
Satria fitia, tsy lò
No tao am-po
Ka hita rano indray
Satria iray, ny saina
Nikotrika
Ka hasandratra ho avo

SOLO & BODO        --------"
210,bodo,"Izy niezaka ery
Tsy hamoha lay fitia
Nefa resy lahatra
Ka dia lasa tia

Fa nahafinaritra azy hono
Ilay alin’ny fialam-boly

Tsaroany foana 
Ianareo nihaona
Indray lohataona
Izao ny sainy sy ny fony
Tsy nahatombona intsony

Nivezivezy nitady anao
Nirediredy ny anaranao
Nitady fomba izay atao
Ahitana anao

Nefa indrisy
Fa ianao ilay nandrasany
Tsy nanisy
Lanja akory ilay fitiavany

Ilay doboky ny fonao
Izy teo an-tratranao

Tsy adinony fa tsaroany
Iriny mbola hitohy
Nefa dia izay, ‘zay no vita
Satria, iny ianao no tsy hita

Nivezivezy nitady anao
Nirediredy ny anaranao
Nitady fomba izay atao
Ahitana anao

Mpihira : bodo
Tonony : Ny Eja
Feony : Tovo J’hay        --------"
211,bodo,"Mangitakitaka anatiko ao
Mamaky ity fiainanao
Mibitabitaka manana anao
Ry dada toavina

Menaky ny aiko etsy babeko
Tsofiko rano ho tafita ianao
Dada ny aiko, feno dia feno
Zay efa vitanao tamiko

Mangitakitaka anatiko ao
Mamaky ity fiainanao
Mibitabitaka manana anao
Ry dada toavina

Ny anatra nataonao
No nampiorona ahy
Nandreseko ny onjam-piainana mahery
Mampanahy indraindray

Menaky ny aiko etsy babeko
Tsofiko rano ho tafita ianao
Dada ny aiko, feno dia feno
Zay efa vitanao tamiko

Mangitakitaka anatiko ao
Mamaky ity fiainanao
Mibitabitaka manana anao
Ry dada toavina        --------"
212,bodo,"Hey sarotra ve ny mifady io toaka mahafaty io
Hey jereo ange fa mamo ianao dia mila vaniny indray
Ny levilevinao aoka fa aza atao
Ny tananao izay miainga apetraho
Aoka izay fa efa ela nijaliana aho

Tsy handefitra manan-drariny intsony aho
Tsy afaka hanaiky ny adalanao aho
Na tambazana harena aza aho tsy hangina.

Mba lanjao ihany ny atao rahavako
Mba matahora ny atahorako
Ny nenina anie mavesatra tsy ho zaka ka asa
Sao mantsy ianao ka manao kitoatoa
Manao izay tianao fa tsy mivaky loha
Midanadana ho anao ny figadrana faingana.


Hey sarotra ve raha adihevitra no atao ramose
Hey aiza re no dia daroka aloha no mandeha
Ny levilevinao aoka fa aza atao
Ny tananao izay miainga apetraho
Aoka izay fa efa ela nijaliana aho

Tsy handefitra manan-drariny intsony aho
Tsy afaka hanaiky ny adalanao aho
Na tambazana harena aza aho tsy hangina.

Mba lanjao ihany ny atao rahavako
Mba matahora ny atahorako
Ny nenina anie mavesatra tsy ho zaka ka asa
Sao mantsy ianao ka manao kitoatoa
Manao izay tianao fa tsy mivaky loha
Midanadana ho anao ny figadrana faingana.

Mba lanjao ihany ny atao rahavako
Mba matahora ny atahorako
Ny nenina anie mavesatra tsy ho zaka ka asa
Sao mantsy ianao ka manao kitoatoa
Manao izay tianao fa tsy mivaky loha
Midanadana ho anao ny figadrana faingana.

Ny nenina anie mavesatra tsy ho zaka ka asa
Midanadana ho anao ny figadrana faingana.        --------"
213,bodo,"Oh oh oh eyah
Oh oh eyah

Hmm

Eto aho dia variana mamisavisa ny vita
Dia lasa koa ny ora ny taona mitombo mora.
Ka hoy aho hoe, fombany ihany io
Toneo fo dia itsiko.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

Oh oh oh eyah
Oh oh eyah

Ny ho avy indray jerena, raha mbola misy ny homena
Ny anio aloha dia vita, ny ampitso indray mahita
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

oohh
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina        --------"
214,bodo,"Izay nataonao hahasambatra anao
Toa mandamoka, sy very lava izao
Tofoka ianao fa na tsara aza natao
Vao mainka koa maha-be fahavalo anao

Mihodina anao ireo niantranao
Ka na ireo aza niteny ratsy anao
Dia hiova ianao, izay no hevitrao
Fa tsinontsinona izay kely vitanao

Tsy izany no ahakivy anao

Tsaroana ery hoy ihany ianao
Izay mba fahotana kely vitanao
Tsy levona iny, voatanisa hatramin’izao
Ka mety hibaby hatramin’ny taranakao

Aleo hilaza izay manam-bava
Aleo hifosa izay olon-doza
Fa raha ianao madio toa zaza
Ny sainao, ny fonao izay no tandrovy

Hoy aho hoe :


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
215,bodo,"Saingy hitanao
Misy rano ve 
Teo amin’ny tavako
Saingy henonao
Misy feo niloatra
Teo amin’ny vavako
Dia noheverinao
Fa tomany no 
Tamin’ny tarehiko
Dia noheverinao
Fa hoe ranomaso
No nisolo ny hehiko
Diso anefa ianao
Piti-drano ilay
Tamin’ny takolako
Ary tsy toloko
Ilay renao teo 
Fa angolangolako

Tsy maninona aho 
Tsy maninona aho
Ianao no voafitaky 
Ny eritreritrao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fampiononanao



Raha hitanao
Eny an-dalana eny
‘Lay olo-malalako
Dia mba ilazao
Fa tsy izy akory
Tsy izy no halako
Fa tandremonao
Sao lazainao azy
Ny amin’ny tantarako
‘Zao dia izao ihany
No ho teninao
Ka mba hanafarako
Diso hono hoe ianao
Raha heverinao
Fa tomany no ao am-po
Efa adino hono hoe
Ny momba anareo
Efa adino avokoa

Tsy maninona aho
Tsy maninona aho
Efa nionona aho
Ilay nilaozanao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fiverenanao

Tonony : abel andriarimalala
Feony : abel andriarimalala        --------"
216,bodo,"Raha tsy ho eo intsony ilay fitiavana hatrizay
Raha toa hizara roa ilay fo iray
Raha toa ka ho rava izay naorintsika izay
Raha toa ka nangatsika ilay fitia
Aza asiana teny intsony fa aleo
Hivalona avy hatrany
Aza asina alahelo na arahina tomany

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Tsy maninona raha tsy anjarantsika roa
Ny hikambana ho tena iray tokoa
Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha
Fitiavana tsy matotra na koa
Tsy nahafehy tena satria sahy nandà izay efa nekena

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Fa toa nifanjohy tsy nifankafoy nivoady  ho doria
Kanefa rava foana teo ilay fiainandry
(Fitia tsy hifanohy....) Raha toa tsy hifanjohy tsy hifanaradia
Tsy hifampitsinjo koa raha tsy to ilay fitia... dia...

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo


Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha....
Bodo & Naivo        --------"
217,bodo,"Ity hira ity no hamangiako anao any,
Dia hilazako hoe, hoe fitiavako madio.
Izao ihany aho dia hanambatra ny hery.
Ireny no efa vita ka tsy tiako ho very.

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Esory hatreo izay mampiahiahy, hm hmm
Ny fitiavako anao dia ataovy am-panahy.
Mandrakotra fotoana tsy ravan'ny taona
Tsy norefesina ho ampirafesina.

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)


Fitia mampitony.
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero.
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety simba.

Tsy miova aho!

Fitia mampitony
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety ho simba

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa efa tia, (Fa efa tia)
Efa tia anao. (Tena tia anao)        --------"
218,bodo,"Satriko tsy hilentika iny masoandro iny
Fa sompatra ny alina
Satriko ho mavana irony ahi-maitso
Fa tonga ny ririnina
Satriko tsy ho levona ny afo nanafana
Fa lasana lavenona
Satriko tsy hisaraka ny tana- mifandray
Fa sendra tadio sy orana maventy
Tora- defona mafonja 
Ka nilofika tsy fidiny
Tsy iriko, tsy iriko ny handratra
Fanahy ankiroa mifangoa
Fa tendrin’ny ao ambony
Izay no fiononako
Sy vali-tonom-bavako
Raha ho lasa ianao anefa ny foko mitahiry
Ilay nofy mamy teo
Fa izay no sisa heriko
Ahafahako milanja ilay alahelom-poko        --------"
219,bodo,"Mba ambarao mazava aminay ry Ray
Fa mbola misy zavatra tsy takatray
Ny tsy hamalianao ireo vavakay
Hatramin’izao ka hatramin’izay
Fa mbola feno fahotana ve izahay
Ka mbola tsy voavelanao ny helokay
Na dia miantso anao isan’andro aza izahay
Dia ny omaly tsy miova ny fiainanay

Tsy ho kivy anie aho miantso Anao 
Ray Malala ô
Hiantso Anao foana ity zanaka adala
Efa ela anie aho no mba te hiala
Amin’ny fiainanay toa kidaladala
Raha sitrakao ry Tompo omeo ahy ny hery
Hiatrehako ny ampitso ho avy mistery
Tariho làlana aho mba tsy ho very
Fa malemy sy osa feno fery

Mba iza moa ry Ray no hitarainako
Afa tsy Ianao izay nanao ny fiainako
Raha mitady hamolaka ny zava-manjo
Ianao ihany no andry iankinako
Ialako tsiny re ry Tompo Aminao
Na dia efa kivy tsy te hihaino ahy aza Ianao
Indro aho ry Tompo raiso fa adidinao
Efa trotraka miangavy mitalaho

Nangoniko ny heriko tato anaty
Hanazava ny finoako  mba tsy ho faty
Efa hatry ny ela anie aho no efa nino
Fa ny Raiko ambony tsy manadino
Ifonako ny ditra sy ny hadalàna
Tsy ataoko intsony ny handika lalàna
Indro ny tenako atolotro Anao
Inty aho ry Tompo ho irakao, irakao        --------"
220,bodo,"Moa va ianao ilay nandondona teo iny
Tsy novohaiko fa natahotra aho, aza tsiny
Ny andro koa moa efa maizina tamin’iny
Ny orana mijojo, rivotra nifofo
Naleoko tsy namaly

Menamenatra  ery aho ny omalin’iny
Ianao ilay nikopaka ahy, nefa izaho tsy nivily
Rehefa tsinjoko ianao fa nanaraka ahy
Nodiako tsy jerena
Nefa aho manantena
Fa mbola hihaona indray

Ka dia inona ary izato anton’ny dia
Aza misalasala fa avia
Mino aho fa hiandry valin’ny fitia
Matoa ianao velom-pitsikiana

Izaho akory tsy miavona sanatria
Nefa tsy tsipolitra manara-dia
Eto imasonao aho no milaza
Ho doria ny ahy fa tsy fitiavan-jaza


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
221,bodo,"Singan'olona toa very izany izaho
 Ravinkazo tafasaraka aman-taho 
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

Zana-borona nanintan'elatra aho 
Raiki-tahotry ny orambe mitraho 
Tsy mba zatra ny fanala an-keniheny
 Ka maniry ny homban'ny ela-dreny

Manantena sady miandry fatratra aho 
Ka ny taratrao ry volana hapariaho
 Dia vimbino izany alahelo izany 
Fa ianao no tazana eto tsinjo any

Ombimanga diso ala mantsy aho 
Manin-kavana tsy foy ka mitalaho 
Any ambadika atsimon'iny bainga
 Izay milaza tsy hisento re mandainga

Singan'olona toa very izany izaho 
Sady tolan(ny manjo ka hivavao 
O ry Zoky,O ry Zandry hany fara Irario mba ho tafita soamantsara

O ry kintana ombay manatrika aho
 Mila tsy ho very dia ka iresaho Ianareo no solon-kava-mahatratra
 Izarako izay mba zavatra mihatra

Dia veloma sy masina indrindra ho'aho 
Ny fiarovan'ny Tsitoha no angatao
 Izany sandriny mahery tsy hiala 
Fa hivimbina ny dian'ny malala        --------"
